updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,parent_jurisdiction,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year
2016-02-23 19:18:09.824000,tx-2013-03-02-special-general-runoff,2013-03-02 00:00:00,2013-03-02 00:00:00,general-runoff,certified,True,State Senator,6,Carol Alvarado,,,,,DEM,Texas,HARRIS,ocd-division/country:us/state:tx/county:harris,8546,,,,,2013
2016-02-23 19:18:09.824000,tx-2013-03-02-special-general-runoff,2013-03-02 00:00:00,2013-03-02 00:00:00,general-runoff,certified,True,State Senator,6,Sylvia R. Garcia,,,,,DEM,Texas,HARRIS,ocd-division/country:us/state:tx/county:harris,9595,,,,,2013
2016-02-23 19:18:09.824000,tx-2013-03-02-special-general-runoff,2013-03-02 00:00:00,2013-03-02 00:00:00,general-runoff,certified,True,State Senator,6,Total,,,,,,Texas,HARRIS,ocd-division/country:us/state:tx/county:harris,18141,,,,,2013
2016-02-23 19:18:07.037000,tx-2013-03-02-special-general-runoff,2013-03-02 00:00:00,2013-03-02 00:00:00,general-runoff,certified,True,State Senator,6,Carol Alvarado,,,,,DEM,,Texas,ocd-division/country:us/state:tx,8546,,,,,2013
2016-02-23 19:18:07.037000,tx-2013-03-02-special-general-runoff,2013-03-02 00:00:00,2013-03-02 00:00:00,general-runoff,certified,True,State Senator,6,Sylvia R. Garcia,,,,,DEM,,Texas,ocd-division/country:us/state:tx,9595,,,,,2013
2016-02-23 19:18:07.037000,tx-2013-03-02-special-general-runoff,2013-03-02 00:00:00,2013-03-02 00:00:00,general-runoff,certified,True,State Senator,6,Total,,,,,,,Texas,ocd-division/country:us/state:tx,18141,,,,,2013
